0,1,2,3
Human immunodeficiency virus (HIV) disease,Female,1993,0.0
Human immunodeficiency virus (HIV) disease,Female,1994,0.0
Human immunodeficiency virus (HIV) disease,Female,1995,0.0
Human immunodeficiency virus (HIV) disease,Female,1996,0.0
Human immunodeficiency virus (HIV) disease,Female,1997,0.0
Human immunodeficiency virus (HIV) disease,Female,1998,0.0
Human immunodeficiency virus (HIV) disease,Female,1999,2.5
Human immunodeficiency virus (HIV) disease,Female,2000,2.5
Human immunodeficiency virus (HIV) disease,Female,2001,2.5
Human immunodeficiency virus (HIV) disease,Female,2002,2.5
Human immunodeficiency virus (HIV) disease,Female,2003,2.4
Human immunodeficiency virus (HIV) disease,Female,2004,2.4
Human immunodeficiency virus (HIV) disease,Female,2005,2.3
Human immunodeficiency virus (HIV) disease,Female,2006,2.2
Human immunodeficiency virus (HIV) disease,Female,2007,2.1
Human immunodeficiency virus (HIV) disease,Female,2008,1.9
Human immunodeficiency virus (HIV) disease,Female,2009,1.7
Human immunodeficiency virus (HIV) disease,Female,2010,1.4
Human immunodeficiency virus (HIV) disease,Female,2011,1.3
Human immunodeficiency virus (HIV) disease,Female,2012,1.2
Human immunodeficiency virus (HIV) disease,Female,2013,1.1
Human immunodeficiency virus (HIV) disease,Female,2014,1.1
Human immunodeficiency virus (HIV) disease,Female,2015,1.0
Human immunodeficiency virus (HIV) disease,Female,2016,0.9
Unintentional injuries,Female,1950,0.0
Unintentional injuries,Female,1960,0.0
Unintentional injuries,Female,1970,0.0
Unintentional injuries,Female,1980,0.0
Unintentional injuries,Female,1981,0.0
Unintentional injuries,Female,1982,0.0
Unintentional injuries,Female,1983,0.0
Unintentional injuries,Female,1984,0.0
Unintentional injuries,Female,1985,0.0
Unintentional injuries,Female,1986,0.0
Unintentional injuries,Female,1987,0.0
Unintentional injuries,Female,1988,0.0
Unintentional injuries,Female,1989,0.0
Unintentional injuries,Female,1990,0.0
Unintentional injuries,Female,1991,0.0
Unintentional injuries,Female,1992,0.0
Unintentional injuries,Female,1993,0.0
Unintentional injuries,Female,1994,0.0
Unintentional injuries,Female,1995,0.0
Unintentional injuries,Female,1996,0.0
Unintentional injuries,Female,1997,0.0
Unintentional injuries,Female,1998,0.0
Unintentional injuries,Female,1999,22.3
Unintentional injuries,Female,2000,22.0
Unintentional injuries,Female,2001,22.5
Unintentional injuries,Female,2002,23.6
Unintentional injuries,Female,2003,24.2
Unintentional injuries,Female,2004,24.7
Unintentional injuries,Female,2005,25.3
Unintentional injuries,Female,2006,25.8
Unintentional injuries,Female,2007,26.1
Unintentional injuries,Female,2008,25.4
Unintentional injuries,Female,2009,24.8
Unintentional injuries,Female,2010,25.6
Unintentional injuries,Female,2011,26.5
Unintentional injuries,Female,2012,26.4
Unintentional injuries,Female,2013,26.6
Unintentional injuries,Female,2014,27.3
Unintentional injuries,Female,2015,28.7
Unintentional injuries,Female,2016,30.8
Motor vehicle-related injuries,Female,1950,0.0
Motor vehicle-related injuries,Female,1960,0.0
Motor vehicle-related injuries,Female,1970,0.0
Motor vehicle-related injuries,Female,1980,0.0
Motor vehicle-related injuries,Female,1981,0.0
Motor vehicle-related injuries,Female,1982,0.0
Motor vehicle-related injuries,Female,1983,0.0
Motor vehicle-related injuries,Female,1984,0.0
Motor vehicle-related injuries,Female,1985,0.0
Motor vehicle-related injuries,Female,1986,0.0
Motor vehicle-related injuries,Female,1987,0.0
Motor vehicle-related injuries,Female,1988,0.0
Motor vehicle-related injuries,Female,1989,0.0
Motor vehicle-related injuries,Female,1990,0.0
Motor vehicle-related injuries,Female,1991,0.0
Motor vehicle-related injuries,Female,1992,0.0
Motor vehicle-related injuries,Female,1993,0.0
Motor vehicle-related injuries,Female,1994,0.0
Motor vehicle-related injuries,Female,1995,0.0
Motor vehicle-related injuries,Female,1996,0.0
Motor vehicle-related injuries,Female,1997,0.0
Motor vehicle-related injuries,Female,1998,0.0
Motor vehicle-related injuries,Female,1999,9.6
Motor vehicle-related injuries,Female,2000,9.5
Motor vehicle-related injuries,Female,2001,9.3
Motor vehicle-related injuries,Female,2002,9.6
Motor vehicle-related injuries,Female,2003,9.3
Motor vehicle-related injuries,Female,2004,9.2
Motor vehicle-related injuries,Female,2005,8.9
Motor vehicle-related injuries,Female,2006,8.8
Motor vehicle-related injuries,Female,2007,8.2
Motor vehicle-related injuries,Female,2008,7.2
Motor vehicle-related injuries,Female,2009,6.7
Motor vehicle-related injuries,Female,2010,6.5
Motor vehicle-related injuries,Female,2011,6.3
Motor vehicle-related injuries,Female,2012,6.5
Motor vehicle-related injuries,Female,2013,6.2
Motor vehicle-related injuries,Female,2014,6.1
Motor vehicle-related injuries,Female,2015,6.4
Motor vehicle-related injuries,Female,2016,6.9
Drug overdose,Female,1950,0.0
Drug overdose,Female,1960,0.0
Drug overdose,Female,1970,0.0
Drug overdose,Female,1980,0.0
Drug overdose,Female,1981,0.0
Drug overdose,Female,1982,0.0
Drug overdose,Female,1983,0.0
Drug overdose,Female,1984,0.0
Drug overdose,Female,1985,0.0
Drug overdose,Female,1986,0.0
Drug overdose,Female,1987,0.0
Drug overdose,Female,1988,0.0
Drug overdose,Female,1989,0.0
Drug overdose,Female,1990,0.0
Drug overdose,Female,1991,0.0
Drug overdose,Female,1992,0.0
Drug overdose,Female,1993,0.0
Drug overdose,Female,1994,0.0
Drug overdose,Female,1995,0.0
Drug overdose,Female,1996,0.0
Drug overdose,Female,1997,0.0
Drug overdose,Female,1998,0.0
Drug overdose,Female,1999,2.3
Drug overdose,Female,2000,2.5
Drug overdose,Female,2001,2.9
Drug overdose,Female,2002,3.8
Drug overdose,Female,2003,4.2
Drug overdose,Female,2004,4.7
Drug overdose,Female,2005,5.1
Drug overdose,Female,2006,5.9
Drug overdose,Female,2007,6.6
Drug overdose,Female,2008,6.8
Drug overdose,Female,2009,7.1
Drug overdose,Female,2010,7.5
Drug overdose,Female,2011,8.2
Drug overdose,Female,2012,8.1
Drug overdose,Female,2013,8.5
Drug overdose,Female,2014,9.1
Drug overdose,Female,2015,9.8
Drug overdose,Female,2016,11.4
"Nephritis, nephrotic syndrome and nephrosis ",Female,1950,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1960,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1970,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1980,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1981,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1982,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1983,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1984,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1985,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1986,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1987,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1988,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1989,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1990,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1991,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1992,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1993,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1994,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1995,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1996,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1997,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1998,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,1999,11.1
"Nephritis, nephrotic syndrome and nephrosis ",Female,2000,11.5
"Nephritis, nephrotic syndrome and nephrosis ",Female,2001,12.1
"Nephritis, nephrotic syndrome and nephrosis ",Female,2002,12.3
"Nephritis, nephrotic syndrome and nephrosis ",Female,2003,12.5
"Nephritis, nephrotic syndrome and nephrosis ",Female,2004,12.5
"Nephritis, nephrotic syndrome and nephrosis ",Female,2005,12.6
"Nephritis, nephrotic syndrome and nephrosis ",Female,2006,12.6
"Nephritis, nephrotic syndrome and nephrosis ",Female,2007,12.8
"Nephritis, nephrotic syndrome and nephrosis ",Female,2008,13.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,2009,13.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,2010,13.0
"Nephritis, nephrotic syndrome and nephrosis ",Female,2011,11.4
"Nephritis, nephrotic syndrome and nephrosis ",Female,2012,11.1
"Nephritis, nephrotic syndrome and nephrosis ",Female,2013,11.3
"Nephritis, nephrotic syndrome and nephrosis ",Female,2014,11.1
"Nephritis, nephrotic syndrome and nephrosis ",Female,2015,11.3
"Nephritis, nephrotic syndrome and nephrosis ",Female,2016,11.2
Suicide ,Female,1950,0.0
Suicide ,Female,1960,0.0
Suicide ,Female,1970,0.0
Suicide ,Female,1980,0.0
Suicide ,Female,1981,0.0
Suicide ,Female,1982,0.0
Suicide ,Female,1983,0.0
Suicide ,Female,1984,0.0
Suicide ,Female,1985,0.0
Suicide ,Female,1986,0.0
Suicide ,Female,1987,0.0
Suicide ,Female,1988,0.0
Suicide ,Female,1989,0.0
Suicide ,Female,1990,0.0
Suicide ,Female,1991,0.0
Suicide ,Female,1992,0.0
Suicide ,Female,1993,0.0
Suicide ,Female,1994,0.0
Suicide ,Female,1995,0.0
Suicide ,Female,1996,0.0
Suicide ,Female,1997,0.0
Suicide ,Female,1998,0.0
Suicide ,Female,1999,4.0
Suicide ,Female,2000,4.0
Suicide ,Female,2001,4.1
Suicide ,Female,2002,4.2
Suicide ,Female,2003,4.2
Suicide ,Female,2004,4.5
Suicide ,Female,2005,4.4
Suicide ,Female,2006,4.5
Suicide ,Female,2007,4.6
Suicide ,Female,2008,4.8
Suicide ,Female,2009,4.9
Suicide ,Female,2010,5.0
Suicide ,Female,2011,5.2
Suicide ,Female,2012,5.4
Suicide ,Female,2013,5.5
Suicide ,Female,2014,5.8
Suicide ,Female,2015,6.0
Suicide ,Female,2016,6.0
Homicide ,Female,1950,0.0
Homicide ,Female,1960,0.0
Homicide ,Female,1970,0.0
Homicide ,Female,1980,0.0
Homicide ,Female,1981,0.0
Homicide ,Female,1982,0.0
Homicide ,Female,1983,0.0
Homicide ,Female,1984,0.0
Homicide ,Female,1985,0.0
Homicide ,Female,1986,0.0
Homicide ,Female,1987,0.0
Homicide ,Female,1988,0.0
Homicide ,Female,1989,0.0
Homicide ,Female,1990,0.0
Homicide ,Female,1991,0.0
Homicide ,Female,1992,0.0
Homicide ,Female,1993,0.0
Homicide ,Female,1994,0.0
Homicide ,Female,1995,0.0
Homicide ,Female,1996,0.0
Homicide ,Female,1997,0.0
Homicide ,Female,1998,0.0
Homicide ,Female,1999,2.9
Homicide ,Female,2000,2.8
Homicide ,Female,2001,3.3
Homicide ,Female,2002,2.7
Homicide ,Female,2003,2.6
Homicide ,Female,2004,2.6
Homicide ,Female,2005,2.5
Homicide ,Female,2006,2.6
Homicide ,Female,2007,2.5
Homicide ,Female,2008,2.4
Homicide ,Female,2009,2.4
Homicide ,Female,2010,2.3
Homicide ,Female,2011,2.2
Homicide ,Female,2012,2.2
Homicide ,Female,2013,2.1
Homicide ,Female,2014,2.1
Homicide ,Female,2015,2.2
Homicide ,Female,2016,2.5
Diseases of heart,White,1950,0.0
Diseases of heart,White,1960,0.0
Diseases of heart,White,1970,0.0
Diseases of heart,White,1980,0.0
Diseases of heart,White,1981,0.0
Diseases of heart,White,1982,0.0
Diseases of heart,White,1983,0.0
Diseases of heart,White,1984,0.0
Diseases of heart,White,1985,0.0
Diseases of heart,White,1986,0.0
Diseases of heart,White,1987,0.0
Diseases of heart,White,1988,0.0
Diseases of heart,White,1989,0.0
Diseases of heart,White,1990,0.0
Diseases of heart,White,1991,0.0
Diseases of heart,White,1992,0.0
Diseases of heart,White,1993,0.0
Diseases of heart,White,1994,0.0
Diseases of heart,White,1995,0.0
Diseases of heart,White,1996,0.0
Diseases of heart,White,1997,0.0
Diseases of heart,White,1998,0.0
Diseases of heart,White,1999,261.9
Diseases of heart,White,2000,253.4
Diseases of heart,White,2001,245.1
Diseases of heart,White,2002,240.4
Diseases of heart,White,2003,231.9
Diseases of heart,White,2004,217.6
Diseases of heart,White,2005,213.2
Diseases of heart,White,2006,202.0
Diseases of heart,White,2007,192.8
Diseases of heart,White,2008,189.3
Diseases of heart,White,2009,180.1
Diseases of heart,White,2010,176.9
Diseases of heart,White,2011,172.2
Diseases of heart,White,2012,168.9
Diseases of heart,White,2013,168.2
Diseases of heart,White,2014,165.9
Diseases of heart,White,2015,167.9
Diseases of heart,White,2016,164.5
Ischemic heart disease,White,1950,0.0
Ischemic heart disease,White,1960,0.0
Ischemic heart disease,White,1970,0.0
Ischemic heart disease,White,1980,0.0
Ischemic heart disease,White,1981,0.0
Ischemic heart disease,White,1982,0.0
Ischemic heart disease,White,1983,0.0
Ischemic heart disease,White,1984,0.0
Ischemic heart disease,White,1985,0.0
Ischemic heart disease,White,1986,0.0
Ischemic heart disease,White,1987,0.0
Ischemic heart disease,White,1988,0.0
Ischemic heart disease,White,1989,0.0
Ischemic heart disease,White,1990,0.0
Ischemic heart disease,White,1991,0.0
Ischemic heart disease,White,1992,0.0
Ischemic heart disease,White,1993,0.0
Ischemic heart disease,White,1994,0.0
Ischemic heart disease,White,1995,0.0
Ischemic heart disease,White,1996,0.0
Ischemic heart disease,White,1997,0.0
Ischemic heart disease,White,1998,0.0
Ischemic heart disease,White,1999,193.4
Ischemic heart disease,White,2000,185.6
Ischemic heart disease,White,2001,177.6
Ischemic heart disease,White,2002,172.3
Ischemic heart disease,White,2003,164.2
Ischemic heart disease,White,2004,152.1
Ischemic heart disease,White,2005,147.3
Ischemic heart disease,White,2006,137.4
Ischemic heart disease,White,2007,128.5
Ischemic heart disease,White,2008,125.8
Ischemic heart disease,White,2009,117.4
Ischemic heart disease,White,2010,113.5
Ischemic heart disease,White,2011,109.3
Ischemic heart disease,White,2012,105.6
Ischemic heart disease,White,2013,102.9
Ischemic heart disease,White,2014,99.3
Ischemic heart disease,White,2015,98.0
Ischemic heart disease,White,2016,94.8
Cerebrovascular diseases,White,1950,0.0
Cerebrovascular diseases,White,1960,0.0
Cerebrovascular diseases,White,1970,0.0
Cerebrovascular diseases,White,1980,0.0
Cerebrovascular diseases,White,1981,0.0
Cerebrovascular diseases,White,1982,0.0
Cerebrovascular diseases,White,1983,0.0
Cerebrovascular diseases,White,1984,0.0
Cerebrovascular diseases,White,1985,0.0
Cerebrovascular diseases,White,1986,0.0
Cerebrovascular diseases,White,1987,0.0
Cerebrovascular diseases,White,1988,0.0
Cerebrovascular diseases,White,1989,0.0
Cerebrovascular diseases,White,1990,0.0
Cerebrovascular diseases,White,1991,0.0
Cerebrovascular diseases,White,1992,0.0
Cerebrovascular diseases,White,1993,0.0
Cerebrovascular diseases,White,1994,0.0
Cerebrovascular diseases,White,1995,0.0
Cerebrovascular diseases,White,1996,0.0
Cerebrovascular diseases,White,1997,0.0
Cerebrovascular diseases,White,1998,0.0
Cerebrovascular diseases,White,1999,59.6
Cerebrovascular diseases,White,2000,58.8
Cerebrovascular diseases,White,2001,56.2
Cerebrovascular diseases,White,2002,55.2
Cerebrovascular diseases,White,2003,52.4
Cerebrovascular diseases,White,2004,49.2
Cerebrovascular diseases,White,2005,46.0
Cerebrovascular diseases,White,2006,42.9
Cerebrovascular diseases,White,2007,41.6
Cerebrovascular diseases,White,2008,40.4
Cerebrovascular diseases,White,2009,38.1
Cerebrovascular diseases,White,2010,37.7
Cerebrovascular diseases,White,2011,36.5
Cerebrovascular diseases,White,2012,35.6
Cerebrovascular diseases,White,2013,34.9
Cerebrovascular diseases,White,2014,35.2
Cerebrovascular diseases,White,2015,36.4
Cerebrovascular diseases,White,2016,36.1
Malignant neoplasms,White,1950,0.0
Malignant neoplasms,White,1960,0.0
Malignant neoplasms,White,1970,0.0
Malignant neoplasms,White,1980,0.0
Malignant neoplasms,White,1981,0.0
Malignant neoplasms,White,1982,0.0
Malignant neoplasms,White,1983,0.0
Malignant neoplasms,White,1984,0.0
Malignant neoplasms,White,1985,0.0
Malignant neoplasms,White,1986,0.0
Malignant neoplasms,White,1987,0.0
Malignant neoplasms,White,1988,0.0
Malignant neoplasms,White,1989,0.0
Malignant neoplasms,White,1990,0.0
Malignant neoplasms,White,1991,0.0
Malignant neoplasms,White,1992,0.0
Malignant neoplasms,White,1993,0.0
Malignant neoplasms,White,1994,0.0
Malignant neoplasms,White,1995,0.0
Malignant neoplasms,White,1996,0.0
Malignant neoplasms,White,1997,0.0
Malignant neoplasms,White,1998,0.0
Malignant neoplasms,White,1999,197.9
Malignant neoplasms,White,2000,197.2
Malignant neoplasms,White,2001,194.3
Malignant neoplasms,White,2002,192.5
Malignant neoplasms,White,2003,189.2
Malignant neoplasms,White,2004,185.3
Malignant neoplasms,White,2005,183.9
Malignant neoplasms,White,2006,181.0
Malignant neoplasms,White,2007,178.5
Malignant neoplasms,White,2008,175.9
Malignant neoplasms,White,2009,173.3
Malignant neoplasms,White,2010,172.4
Malignant neoplasms,White,2011,168.8
Malignant neoplasms,White,2012,166.6
Malignant neoplasms,White,2013,163.7
Malignant neoplasms,White,2014,161.9
Malignant neoplasms,White,2015,159.4
Malignant neoplasms,White,2016,156.6
"Trachea, bronchus, and lung",White,1950,0.0
"Trachea, bronchus, and lung",White,1960,0.0
"Trachea, bronchus, and lung",White,1970,0.0
"Trachea, bronchus, and lung",White,1980,0.0
"Trachea, bronchus, and lung",White,1981,0.0
"Trachea, bronchus, and lung",White,1982,0.0
"Trachea, bronchus, and lung",White,1983,0.0
"Trachea, bronchus, and lung",White,1984,0.0
"Trachea, bronchus, and lung",White,1985,0.0
"Trachea, bronchus, and lung",White,1986,0.0
"Trachea, bronchus, and lung",White,1987,0.0
"Trachea, bronchus, and lung",White,1988,0.0
"Trachea, bronchus, and lung",White,1989,0.0
"Trachea, bronchus, and lung",White,1990,0.0
"Trachea, bronchus, and lung",White,1991,0.0
"Trachea, bronchus, and lung",White,1992,0.0
"Trachea, bronchus, and lung",White,1993,0.0
"Trachea, bronchus, and lung",White,1994,0.0
"Trachea, bronchus, and lung",White,1995,0.0
"Trachea, bronchus, and lung",White,1996,0.0
"Trachea, bronchus, and lung",White,1997,0.0
"Trachea, bronchus, and lung",White,1998,0.0
"Trachea, bronchus, and lung",White,1999,55.4
"Trachea, bronchus, and lung",White,2000,56.2
"Trachea, bronchus, and lung",White,2001,55.6
"Trachea, bronchus, and lung",White,2002,55.3
"Trachea, bronchus, and lung",White,2003,54.5
"Trachea, bronchus, and lung",White,2004,53.6
"Trachea, bronchus, and lung",White,2005,53.2
"Trachea, bronchus, and lung",White,2006,52.1
"Trachea, bronchus, and lung",White,2007,51.2
"Trachea, bronchus, and lung",White,2008,50.2
"Trachea, bronchus, and lung",White,2009,49.1
"Trachea, bronchus, and lung",White,2010,48.3
"Trachea, bronchus, and lung",White,2011,46.7
"Trachea, bronchus, and lung",White,2012,45.6
"Trachea, bronchus, and lung",White,2013,44.1
"Trachea, bronchus, and lung",White,2014,42.9
"Trachea, bronchus, and lung",White,2015,41.4
"Trachea, bronchus, and lung",White,2016,39.2
"Colon, rectum, and anus",White,1950,0.0
"Colon, rectum, and anus",White,1960,0.0
"Colon, rectum, and anus",White,1970,0.0
"Colon, rectum, and anus",White,1980,0.0
"Colon, rectum, and anus",White,1981,0.0
"Colon, rectum, and anus",White,1982,0.0
"Colon, rectum, and anus",White,1983,0.0
"Colon, rectum, and anus",White,1984,0.0
"Colon, rectum, and anus",White,1985,0.0
"Colon, rectum, and anus",White,1986,0.0
"Colon, rectum, and anus",White,1987,0.0
"Colon, rectum, and anus",White,1988,0.0
"Colon, rectum, and anus",White,1989,0.0
"Colon, rectum, and anus",White,1990,0.0
"Colon, rectum, and anus",White,1991,0.0
"Colon, rectum, and anus",White,1992,0.0
"Colon, rectum, and anus",White,1993,0.0
"Colon, rectum, and anus",White,1994,0.0
"Colon, rectum, and anus",White,1995,0.0
"Colon, rectum, and anus",White,1996,0.0
"Colon, rectum, and anus",White,1997,0.0
"Colon, rectum, and anus",White,1998,0.0
"Colon, rectum, and anus",White,1999,20.4
"Colon, rectum, and anus",White,2000,20.3
"Colon, rectum, and anus",White,2001,19.7
"Colon, rectum, and anus",White,2002,19.3
"Colon, rectum, and anus",White,2003,18.7
"Colon, rectum, and anus",White,2004,17.7
"Colon, rectum, and anus",White,2005,17.1
"Colon, rectum, and anus",White,2006,16.9
"Colon, rectum, and anus",White,2007,16.6
"Colon, rectum, and anus",White,2008,16.1
"Colon, rectum, and anus",White,2009,15.6
"Colon, rectum, and anus",White,2010,15.3
"Colon, rectum, and anus",White,2011,14.8
"Colon, rectum, and anus",White,2012,14.5
"Colon, rectum, and anus",White,2013,14.3
"Colon, rectum, and anus",White,2014,14.0
"Colon, rectum, and anus",White,2015,13.9
"Colon, rectum, and anus",White,2016,13.6
Chronic lower respiratory diseases ,White,1950,0.0
Chronic lower respiratory diseases ,White,1960,0.0
Chronic lower respiratory diseases ,White,1970,0.0
Chronic lower respiratory diseases ,White,1980,0.0
Chronic lower respiratory diseases ,White,1981,0.0
Chronic lower respiratory diseases ,White,1982,0.0
Chronic lower respiratory diseases ,White,1983,0.0
Chronic lower respiratory diseases ,White,1984,0.0
Chronic lower respiratory diseases ,White,1985,0.0
Chronic lower respiratory diseases ,White,1986,0.0
Chronic lower respiratory diseases ,White,1987,0.0
Chronic lower respiratory diseases ,White,1988,0.0
Chronic lower respiratory diseases ,White,1989,0.0
Chronic lower respiratory diseases ,White,1990,0.0
Chronic lower respiratory diseases ,White,1991,0.0
Chronic lower respiratory diseases ,White,1992,0.0
Chronic lower respiratory diseases ,White,1993,0.0
Chronic lower respiratory diseases ,White,1994,0.0
Chronic lower respiratory diseases ,White,1995,0.0
Chronic lower respiratory diseases ,White,1996,0.0
Chronic lower respiratory diseases ,White,1997,0.0
Chronic lower respiratory diseases ,White,1998,0.0
Chronic lower respiratory diseases ,White,1999,47.1
Chronic lower respiratory diseases ,White,2000,46.0
Chronic lower respiratory diseases ,White,2001,45.8
Chronic lower respiratory diseases ,White,2002,45.8
Chronic lower respiratory diseases ,White,2003,45.8
Chronic lower respiratory diseases ,White,2004,43.7
Chronic lower respiratory diseases ,White,2005,46.0
Chronic lower respiratory diseases ,White,2006,43.1
Chronic lower respiratory diseases ,White,2007,43.5
Chronic lower respiratory diseases ,White,2008,47.1
Chronic lower respiratory diseases ,White,2009,45.1
Chronic lower respiratory diseases ,White,2010,44.6
Chronic lower respiratory diseases ,White,2011,45.1
Chronic lower respiratory diseases ,White,2012,44.1
Chronic lower respiratory diseases ,White,2013,44.8
Chronic lower respiratory diseases ,White,2014,43.1
Chronic lower respiratory diseases ,White,2015,44.5
Chronic lower respiratory diseases ,White,2016,43.3
Influenza and pneumonia ,White,1950,0.0
Influenza and pneumonia ,White,1960,0.0
Influenza and pneumonia ,White,1970,0.0
Influenza and pneumonia ,White,1980,0.0
Influenza and pneumonia ,White,1981,0.0
Influenza and pneumonia ,White,1982,0.0
Influenza and pneumonia ,White,1983,0.0
Influenza and pneumonia ,White,1984,0.0
Influenza and pneumonia ,White,1985,0.0
Influenza and pneumonia ,White,1986,0.0
Influenza and pneumonia ,White,1987,0.0
Influenza and pneumonia ,White,1988,0.0
Influenza and pneumonia ,White,1989,0.0
Influenza and pneumonia ,White,1990,0.0
Influenza and pneumonia ,White,1991,0.0
Influenza and pneumonia ,White,1992,0.0
Influenza and pneumonia ,White,1993,0.0
Influenza and pneumonia ,White,1994,0.0
Influenza and pneumonia ,White,1995,0.0
Influenza and pneumonia ,White,1996,0.0
Influenza and pneumonia ,White,1997,0.0
Influenza and pneumonia ,White,1998,0.0
Influenza and pneumonia ,White,1999,23.3
Influenza and pneumonia ,White,2000,23.5
Influenza and pneumonia ,White,2001,21.9
Influenza and pneumonia ,White,2002,23.0
Influenza and pneumonia ,White,2003,22.4
Influenza and pneumonia ,White,2004,20.1
Influenza and pneumonia ,White,2005,20.9
Influenza and pneumonia ,White,2006,18.2
Influenza and pneumonia ,White,2007,16.6
Influenza and pneumonia ,White,2008,17.4
Influenza and pneumonia ,White,2009,16.3
Influenza and pneumonia ,White,2010,14.9
Influenza and pneumonia ,White,2011,15.6
Influenza and pneumonia ,White,2012,14.3
Influenza and pneumonia ,White,2013,15.8
Influenza and pneumonia ,White,2014,15.1
Influenza and pneumonia ,White,2015,15.2
Influenza and pneumonia ,White,2016,13.4
Chronic liver disease and cirrhosis,White,1950,0.0
Chronic liver disease and cirrhosis,White,1960,0.0
Chronic liver disease and cirrhosis,White,1970,0.0
Chronic liver disease and cirrhosis,White,1980,0.0
Chronic liver disease and cirrhosis,White,1981,0.0
Chronic liver disease and cirrhosis,White,1982,0.0
Chronic liver disease and cirrhosis,White,1983,0.0
Chronic liver disease and cirrhosis,White,1984,0.0
Chronic liver disease and cirrhosis,White,1985,0.0
Chronic liver disease and cirrhosis,White,1986,0.0
Chronic liver disease and cirrhosis,White,1987,0.0
Chronic liver disease and cirrhosis,White,1988,0.0
Chronic liver disease and cirrhosis,White,1989,0.0
Chronic liver disease and cirrhosis,White,1990,0.0
Chronic liver disease and cirrhosis,White,1991,0.0
Chronic liver disease and cirrhosis,White,1992,0.0
Chronic liver disease and cirrhosis,White,1993,0.0
Chronic liver disease and cirrhosis,White,1994,0.0
Chronic liver disease and cirrhosis,White,1995,0.0
Chronic liver disease and cirrhosis,White,1996,0.0
Chronic liver disease and cirrhosis,White,1997,0.0
Chronic liver disease and cirrhosis,White,1998,0.0
Chronic liver disease and cirrhosis,White,1999,9.6
Chronic liver disease and cirrhosis,White,2000,9.6
Chronic liver disease and cirrhosis,White,2001,9.6
Chronic liver disease and cirrhosis,White,2002,9.6
Chronic liver disease and cirrhosis,White,2003,9.6
Chronic liver disease and cirrhosis,White,2004,9.2
Chronic liver disease and cirrhosis,White,2005,9.2
Chronic liver disease and cirrhosis,White,2006,9.1
Chronic liver disease and cirrhosis,White,2007,9.5
Chronic liver disease and cirrhosis,White,2008,9.6
Chronic liver disease and cirrhosis,White,2009,9.6
Chronic liver disease and cirrhosis,White,2010,9.9
Chronic liver disease and cirrhosis,White,2011,10.2
Chronic liver disease and cirrhosis,White,2012,10.5
Chronic liver disease and cirrhosis,White,2013,10.7
Chronic liver disease and cirrhosis,White,2014,11.2
Chronic liver disease and cirrhosis,White,2015,11.7
Chronic liver disease and cirrhosis,White,2016,11.6
Diabetes mellitus ,White,1950,0.0
Diabetes mellitus ,White,1960,0.0
Diabetes mellitus ,White,1970,0.0
Diabetes mellitus ,White,1980,0.0
Diabetes mellitus ,White,1981,0.0
Diabetes mellitus ,White,1982,0.0
Diabetes mellitus ,White,1983,0.0
Diabetes mellitus ,White,1984,0.0
Diabetes mellitus ,White,1985,0.0
Diabetes mellitus ,White,1986,0.0
Diabetes mellitus ,White,1987,0.0
Diabetes mellitus ,White,1988,0.0
Diabetes mellitus ,White,1989,0.0
Diabetes mellitus ,White,1990,0.0
Diabetes mellitus ,White,1991,0.0
Diabetes mellitus ,White,1992,0.0
Diabetes mellitus ,White,1993,0.0
Diabetes mellitus ,White,1994,0.0
Diabetes mellitus ,White,1995,0.0
Diabetes mellitus ,White,1996,0.0
Diabetes mellitus ,White,1997,0.0
Diabetes mellitus ,White,1998,0.0
Diabetes mellitus ,White,1999,22.6
Diabetes mellitus ,White,2000,22.8
Diabetes mellitus ,White,2001,23.1
Diabetes mellitus ,White,2002,23.3
Diabetes mellitus ,White,2003,23.2
Diabetes mellitus ,White,2004,22.5
Diabetes mellitus ,White,2005,22.8
Diabetes mellitus ,White,2006,21.4
